iter	Logloss
0	0.5990775877
1	0.5146142846
2	0.4520553668
3	0.3914275229
4	0.3462965112
5	0.3088627381
6	0.2728517256
7	0.2450324073
8	0.2216415491
9	0.2048168312
10	0.1891215568
11	0.1769781979
12	0.1680692586
13	0.1578859457
14	0.1485558525
15	0.1419198301
16	0.1348468137
17	0.1303206178
18	0.1263465627
19	0.1219809288
20	0.1171505925
21	0.1140415725
22	0.1114191184
23	0.1080673594
24	0.1056749088
25	0.1037904158
26	0.1016333339
27	0.09980937434
28	0.0973464068
29	0.09567507004
30	0.09408259937
31	0.09264463295
32	0.09138245208
33	0.08982415968
34	0.08771226613
35	0.08668682379
36	0.08513548961
37	0.08415236771
38	0.08338092321
39	0.08259437731
40	0.08155023085
41	0.08060945911
42	0.07993745778
43	0.07838650082
44	0.07708813576
45	0.07651315207
46	0.0758462797
47	0.0752083418
48	0.07431368332
49	0.07369766214
50	0.07317831148
51	0.07251797215
52	0.07153250478
53	0.07088693934
54	0.06995147776
55	0.0688353721
56	0.06808907786
57	0.06758779936
58	0.06701735953
59	0.06665342135
60	0.06553957162
61	0.06509765097
62	0.06471344057
63	0.06424725775
64	0.06385441133
65	0.06348761597
66	0.06290082697
67	0.06254880731
68	0.06200920533
69	0.06159692383
70	0.06120737056
71	0.0607702971
72	0.06031023411
73	0.05958569796
74	0.05910647476
75	0.0587001805
76	0.05824101124
77	0.05786771297
78	0.05708984501
79	0.05695283708
80	0.05644737207
81	0.05578344105
82	0.05528479079
83	0.05475069253
84	0.05435096685
85	0.05418111651
86	0.05384944881
87	0.05351959814
88	0.05328565761
89	0.05303101242
90	0.05281311014
91	0.05232720643
92	0.05174104083
93	0.05152758585
94	0.05141664949
95	0.05116271738
96	0.05088088497
97	0.05054559117
98	0.05028887891
99	0.04984372903
100	0.04962788347
101	0.04939142002
102	0.04915971103
103	0.04888506124
104	0.04861063443
105	0.04843717717
106	0.04815336671
107	0.04766466843
108	0.04750566557
109	0.04726698291
110	0.0470486352
111	0.04695414665
112	0.04678093217
113	0.04657665374
114	0.04627928741
115	0.04601138085
116	0.04594123218
117	0.04537846426
118	0.04521178972
119	0.04502129641
120	0.04470683151
121	0.04446475215
122	0.04424911094
123	0.04408112026
124	0.04396763636
125	0.04384675806
126	0.04365057467
127	0.0434843043
128	0.04328019804
129	0.0432192938
130	0.04291074171
131	0.04239586009
132	0.04223190586
133	0.04211152189
134	0.04203614719
135	0.04189332406
136	0.04145311404
137	0.04134691278
138	0.0411180506
139	0.0409675269
140	0.04081593949
141	0.04070366099
142	0.04042576476
143	0.04020880177
144	0.04007091276
145	0.03988879342
146	0.03979917174
147	0.03956838121
148	0.03940978619
149	0.03922934789
150	0.03900908287
151	0.03887626508
152	0.03863198989
153	0.03827796943
154	0.03807245126
155	0.03792821971
156	0.03756614312
157	0.0374811566
158	0.03738399596
159	0.03707784077
160	0.03683410768
161	0.03655199729
162	0.03630576956
163	0.03611967749
164	0.0358419808
165	0.03575398422
166	0.03560359825
167	0.03536916156
168	0.03506436116
169	0.03495852421
170	0.03485294516
171	0.03469115074
172	0.03459916177
173	0.03443725046
174	0.03432246645
175	0.03421187564
176	0.03404398572
177	0.03378177763
178	0.03360238429
179	0.03342803773
180	0.03316770336
181	0.03300063561
182	0.03289595729
183	0.03277354489
184	0.03264287559
185	0.03256728106
186	0.03250266663
187	0.03241743199
188	0.03229384643
189	0.03204671592
190	0.03191067562
191	0.03179109231
192	0.03161491295
193	0.03154913328
194	0.03140105597
195	0.03130864623
196	0.03115365253
197	0.03105450582
198	0.0310041539
199	0.03092484914
200	0.03070281404
201	0.03062449675
202	0.03056093594
203	0.03044680761
204	0.03039642984
205	0.03034820951
206	0.03021832254
207	0.03012676964
208	0.0300135788
209	0.02991101653
210	0.02976698255
211	0.02957206143
212	0.02949961395
213	0.02937618898
214	0.02922411252
215	0.02917318076
216	0.02902461251
217	0.028939769
218	0.02892870594
219	0.02879787741
220	0.02864112133
221	0.02849184415
222	0.02844603271
223	0.02838886957
224	0.02833325529
225	0.02812982295
226	0.02796760258
227	0.027859403
228	0.02780444589
229	0.02772729867
230	0.02763982334
231	0.02752499649
232	0.02744871993
233	0.02727792172
234	0.02716105302
235	0.02707986268
236	0.02695451114
237	0.02678313716
238	0.02675036947
239	0.02667404518
240	0.02661317988
241	0.02644082749
242	0.02621410149
243	0.02612528608
244	0.02598421786
245	0.02589331177
246	0.02580456332
247	0.02576573444
248	0.02555613624
249	0.02544252193
250	0.02532477869
251	0.02525265235
252	0.02520370468
253	0.02516602563
254	0.02512027884
255	0.02500387575
256	0.02493008284
257	0.02487291689
258	0.02476784424
259	0.02472759733
260	0.02458086785
261	0.02443413195
262	0.02433866913
263	0.02424391148
264	0.0242398274
265	0.02417374821
266	0.02409073912
267	0.02395368047
268	0.02386710214
269	0.02379740142
270	0.02367747751
271	0.02363109796
272	0.02356631843
273	0.02345924526
274	0.02333965019
275	0.0232999167
276	0.02327134402
277	0.02323337527
278	0.0231925107
279	0.02311842715
280	0.0229762952
281	0.02295685283
282	0.02288805849
283	0.02285413212
284	0.02278198914
285	0.02271300424
286	0.022661145
287	0.02262754505
288	0.02257018067
289	0.02245343096
290	0.02236943504
291	0.02230503549
292	0.02227356812
293	0.02220847555
294	0.02213092628
295	0.02208766196
296	0.02197974467
297	0.02192134215
298	0.02190337577
299	0.02187022757
300	0.02178801847
301	0.02168757172
302	0.02162383197
303	0.02159348322
304	0.02154662339
305	0.02151615893
306	0.02147958084
307	0.02143640928
308	0.02136938812
309	0.02130620743
310	0.02125864479
311	0.02118409467
312	0.02113472342
313	0.02107422445
314	0.0210533292
315	0.02099359629
316	0.02092902942
317	0.02087556561
318	0.02078684617
319	0.02075000175
320	0.02071785598
321	0.02064384959
322	0.02064094938
323	0.02057743459
324	0.02055764894
325	0.02050091583
326	0.02043311507
327	0.02034695843
328	0.02034112881
329	0.02021413637
330	0.02019058663
331	0.02019058174
332	0.02015642989
333	0.02008009064
334	0.02002240262
335	0.01999558142
336	0.01997143236
337	0.01992722201
338	0.0198736804
339	0.01978312576
340	0.01972186605
341	0.01965356415
342	0.01962242061
343	0.01952153751
344	0.01949320492
345	0.01944007835
346	0.01937459812
347	0.01933784054
348	0.01923249144
349	0.01919805306
350	0.01913227584
351	0.01909142071
352	0.01904688644
353	0.01896610027
354	0.01893860904
355	0.01890086427
356	0.01887134914
357	0.01883567255
358	0.01879247233
359	0.01869397387
360	0.01866444506
361	0.01864728323
362	0.01863295872
363	0.01856177724
364	0.01853087705
365	0.01846952109
366	0.018433802
367	0.01840924283
368	0.01836524618
369	0.01834447457
370	0.01824158752
371	0.0182223902
372	0.01819629354
373	0.018133268
374	0.01810014175
375	0.0180258287
376	0.01796064053
377	0.01790221949
378	0.01787320267
379	0.01781482742
380	0.01779255177
381	0.01772459831
382	0.01768345713
383	0.01760410606
384	0.01758113755
385	0.01754538731
386	0.01745812681
387	0.01741548111
388	0.01737903934
389	0.01735291854
390	0.01732366199
391	0.01732180145
392	0.01724048439
393	0.01718511939
394	0.01717164964
395	0.01711876892
396	0.01700467802
397	0.01696598079
398	0.01693554322
399	0.01690620547
400	0.01689581486
401	0.0168502329
402	0.01680835612
403	0.01676760028
404	0.01675040587
405	0.0167469674
406	0.01673971591
407	0.01667331575
408	0.01660910161
409	0.01660909481
410	0.01660773745
411	0.01655600853
412	0.01650192172
413	0.01647422864
414	0.01639305797
415	0.01633602957
416	0.01629586384
417	0.01624471262
418	0.01619948246
419	0.01616605167
420	0.01613442957
421	0.01606547095
422	0.01605351351
423	0.01600789207
424	0.0159870568
425	0.01594132734
426	0.01590786559
427	0.0158682211
428	0.01579792812
429	0.01576190167
430	0.01574837366
431	0.0157314314
432	0.01568538113
433	0.01567199277
434	0.0156236063
435	0.01557810528
436	0.01549539185
437	0.01546614159
438	0.01544335401
439	0.01540704796
440	0.01535079077
441	0.01531966539
442	0.01529232243
443	0.01525771187
444	0.01522570612
445	0.01520164703
446	0.01517797749
447	0.01515463505
448	0.01510906019
449	0.01507537414
450	0.01501090407
451	0.01498625531
452	0.01496790509
453	0.01495420118
454	0.01494147566
455	0.01490507173
456	0.0148232347
457	0.01481241124
458	0.01477358675
459	0.01472455842
460	0.01470892999
461	0.01461411721
462	0.01457864446
463	0.0145549312
464	0.01451649109
465	0.01449431175
466	0.01445652279
467	0.01440370904
468	0.01439292579
469	0.01437278936
470	0.01433187635
471	0.01431024091
472	0.01428885608
473	0.01425127758
474	0.01421166628
475	0.01417658582
476	0.01415432962
477	0.01411007668
478	0.01409483773
479	0.0140378377
480	0.01398796657
481	0.01397330791
482	0.01395149095
483	0.01391419552
484	0.01389145394
485	0.01386895184
486	0.01385688375
487	0.01382573933
488	0.01380233739
489	0.01377195731
490	0.01376033938
491	0.01374905715
492	0.01367099776
493	0.01366619832
494	0.01364850269
495	0.01362784085
496	0.01359644719
497	0.01354425958
498	0.01352240157
499	0.01348372943
500	0.01345312529
501	0.01342199632
502	0.01340321659
503	0.01335038461
504	0.01332801317
505	0.01331013701
506	0.0132991554
507	0.01329912114
508	0.01326784339
509	0.01324975617
510	0.01320657241
511	0.01316642574
512	0.01316501152
513	0.01311001225
514	0.01307756502
515	0.01306624704
516	0.0130255566
517	0.01296703817
518	0.01294912699
519	0.01291109789
520	0.01290419569
521	0.01289072122
522	0.01287454548
523	0.01282696158
524	0.01279530658
525	0.0127656502
526	0.01273547503
527	0.01270549778
528	0.01268130757
529	0.01268121848
530	0.01263710889
531	0.01262107751
532	0.01260329808
533	0.01257077794
534	0.01257042535
535	0.01251388724
536	0.01248761633
537	0.01243568976
538	0.01243566012
539	0.0124066543
540	0.01239270375
541	0.01238550422
542	0.01233636516
543	0.01229810027
544	0.01225162524
545	0.01225156848
546	0.01219235138
547	0.0121646583
548	0.01214375927
549	0.01212994317
550	0.01212074094
551	0.01210297629
552	0.01208900705
553	0.01206699296
554	0.01202437257
555	0.01201945458
556	0.01199571013
557	0.01196698235
558	0.0119558739
559	0.0119558739
560	0.01194839662
561	0.01194837455
562	0.01194836156
563	0.01193152777
564	0.01188197083
565	0.0118708114
566	0.01187074483
567	0.01187073125
568	0.01184041109
569	0.01184039152
570	0.01183600117
571	0.01180679251
572	0.01180678054
573	0.01179461904
574	0.01178492673
575	0.01172965247
576	0.01172413831
577	0.01169929749
578	0.01169910515
579	0.01167060503
580	0.01162486255
581	0.0116045723
582	0.01158501144
583	0.011578824
584	0.0115667081
585	0.01156669506
586	0.01155589443
587	0.01153196517
588	0.01153195459
589	0.01151728282
590	0.01150501116
591	0.01148884612
592	0.01146093
593	0.01144243455
594	0.01136850997
595	0.01135580163
596	0.01132715489
597	0.01130451788
598	0.01130451707
599	0.01129234589
600	0.01128135383
601	0.01126636507
602	0.01126634987
603	0.01123541863
604	0.01119223106
605	0.01117434622
606	0.01115292653
607	0.01113933689
608	0.01113106913
609	0.01111158101
