iter	Logloss
610	0.01107246178
611	0.01105768984
612	0.01104547731
613	0.01103086808
614	0.01101371566
615	0.01099021559
616	0.01095976442
617	0.01093632229
618	0.01092864463
619	0.01091381942
620	0.01085243426
621	0.01083138398
622	0.01081207496
623	0.01080143409
624	0.01078071697
625	0.01074718903
626	0.01072264247
627	0.01069515884
628	0.01069275274
629	0.01067129943
630	0.01065152508
631	0.0106410589
632	0.01061058771
633	0.0106105785
634	0.01061057276
635	0.010595615
636	0.01059559299
637	0.01059558644
638	0.01059533942
639	0.01059533262
640	0.01059533503
641	0.01059532174
642	0.01059532038
643	0.01058652649
644	0.01058652649
645	0.01058254845
646	0.01055358022
647	0.01054007342
648	0.01053128384
649	0.01048259482
650	0.01047734828
651	0.01046966885
652	0.01045292437
653	0.01041235334
654	0.01041234599
655	0.0103890625
656	0.01038905545
657	0.01036658518
658	0.01033780814
659	0.01030633285
660	0.01028659997
661	0.01026318157
662	0.01022036594
663	0.0101906573
664	0.01018114292
665	0.01016701351
666	0.01014932189
667	0.01013519626
668	0.01010885643
669	0.01009432697
670	0.01008429187
671	0.01007205407
672	0.01005337603
673	0.01003402858
674	0.01002331228
675	0.01001757783
676	0.009987787379
677	0.00997108919
678	0.009956377883
679	0.009947292039
680	0.009935617222
681	0.009910499575
682	0.00991049428
683	0.009898010654
684	0.009890188771
685	0.00988645892
686	0.009874392601
687	0.009861599921
688	0.009842495419
689	0.009825262056
690	0.00981367729
691	0.009780468414
692	0.009761830184
693	0.009758399289
694	0.009751521897
695	0.00972234564
696	0.009722350277
697	0.009722346999
698	0.009722339119
699	0.009713860559
700	0.009706515559
701	0.00969507907
702	0.009678939062
703	0.009661110008
704	0.009637411793
705	0.009616897259
706	0.009587552817
707	0.009547595651
708	0.009547583983
709	0.009547586692
710	0.009547584093
711	0.009528119851
712	0.009514379467
713	0.009485299742
714	0.009469675571
715	0.009434043491
716	0.009416019937
717	0.009406007988
718	0.009391632417
719	0.009385563144
720	0.009368751166
721	0.009344857407
722	0.00934485238
723	0.009344837853
724	0.00934483404
725	0.009344815268
726	0.009344818694
727	0.009344800484
728	0.009315651244
729	0.009303462269
730	0.009294533707
731	0.00926478621
732	0.009231926481
733	0.009215368135
734	0.009215350723
735	0.009202696247
736	0.009202662639
737	0.009202662368
738	0.009202653003
739	0.009168337977
740	0.009132892768
741	0.0091261626
742	0.00911728797
743	0.009095751349
744	0.009077328265
745	0.009077312501
746	0.009077306538
747	0.009063045754
748	0.00906303069
749	0.009023475786
750	0.008992675638
751	0.008982301777
752	0.008971654219
753	0.008957798801
754	0.008957797553
755	0.008952078975
756	0.008952071123
757	0.0089450836
758	0.0089450836
759	0.008931307009
760	0.008931288017
761	0.008931274032
762	0.00892034117
763	0.00892034117
764	0.008916739751
765	0.008891632113
766	0.008874668555
767	0.008874639083
768	0.008872836307
769	0.008872793279
770	0.008866206803
771	0.008866206803
772	0.008866202576
773	0.008866208444
774	0.008866201642
775	0.008865271823
776	0.008865262053
777	0.00886526421
778	0.008864249041
779	0.008845618148
780	0.008845606697
781	0.008845578839
782	0.008845578839
783	0.008845563531
784	0.008845570721
785	0.00880891801
786	0.008786272357
787	0.008764353022
788	0.008764353022
789	0.008760491785
790	0.008744131277
791	0.008744119189
792	0.008736775567
793	0.008736758451
794	0.008730882303
795	0.008730882303
796	0.008730877139
797	0.008730836939
798	0.008730823577
799	0.008730812603
800	0.008709214993
801	0.008709182413
802	0.008709170431
803	0.008703700077
804	0.008703656043
805	0.008692973224
806	0.008692961234
807	0.008692954059
808	0.008692956092
809	0.008692948753
810	0.008692941445
811	0.008692928262
812	0.008692911707
813	0.00869291617
814	0.008691701847
815	0.008691699401
816	0.008691685148
817	0.008671153409
818	0.008661774832
819	0.008648412405
820	0.00864842017
821	0.008648403043
822	0.008648404257
823	0.008647518873
824	0.008607248846
825	0.008592848503
826	0.008572223079
827	0.008561703846
828	0.008561698021
829	0.008561688633
830	0.008550976562
831	0.008550970307
832	0.008550965292
833	0.008550955913
834	0.008550965263
835	0.008550591115
836	0.008550585676
837	0.008550586606
838	0.008550564875
839	0.008550534836
840	0.008550526692
841	0.008550529826
842	0.008550499145
843	0.008550479317
844	0.008550476022
845	0.008545648511
846	0.008545648511
847	0.008538772362
848	0.008538774145
849	0.008538774145
850	0.008533420935
851	0.008533395257
852	0.008533383721
853	0.008525712594
854	0.008513761976
855	0.008513739845
856	0.008497372061
857	0.008497361726
858	0.008488307708
859	0.008488259764
860	0.008488255139
861	0.008488255139
862	0.008485873482
863	0.008485858778
864	0.008485832167
865	0.008448932401
866	0.008448932401
867	0.008440658877
868	0.008419608826
869	0.008419570799
870	0.008419570799
871	0.008419568786
872	0.008419542967
873	0.00841954377
874	0.008419447971
875	0.008419445861
876	0.008419437646
877	0.008418659974
878	0.008418634281
879	0.00841862849
880	0.008418619251
881	0.008418614211
882	0.008418617489
883	0.008418616127
884	0.008410639015
885	0.00841063319
886	0.008410620569
887	0.008400397534
888	0.00838722706
889	0.008387200706
890	0.008387198579
891	0.008387197479
892	0.008387188482
893	0.008376286883
894	0.008363089479
895	0.00836309099
896	0.00836110883
897	0.008342780692
898	0.00833383019
899	0.008333830789
900	0.008322688287
901	0.008322687607
902	0.008322673447
903	0.008301466048
904	0.008292913603
905	0.008287445701
906	0.008257837245
907	0.008250159882
908	0.008250110616
909	0.008250077283
910	0.008230741828
911	0.008218220603
912	0.008218204937
913	0.008218174599
914	0.008218158334
915	0.008218147317
916	0.008206881706
917	0.008206872445
918	0.008190271196
919	0.008190217736
920	0.00819020606
921	0.008176377852
922	0.008176357083
923	0.008176357083
924	0.008158637571
925	0.008158627899
926	0.008158589368
927	0.008147599043
928	0.008136622635
929	0.008136613771
930	0.008119213123
931	0.008119201421
932	0.00811034744
933	0.008110320321
934	0.008079514179
935	0.008052390234
936	0.008038642371
937	0.008001454742
938	0.008001442547
939	0.007989442431
940	0.00797668027
941	0.007969011151
942	0.007959421079
943	0.007934640263
944	0.007913710638
945	0.007889722221
946	0.007865613751
947	0.007865593676
948	0.007855621688
949	0.007836503667
950	0.007836486089
951	0.007836469577
952	0.007824158952
953	0.007824149016
954	0.00781581224
955	0.007805864849
956	0.007794526166
957	0.007794518413
958	0.007794513513
959	0.007794516927
960	0.007779145157
961	0.007767798674
962	0.007763012162
963	0.007733722105
964	0.007733722105
965	0.007713992928
966	0.007692922187
967	0.007681756299
968	0.007681744493
969	0.007681744493
970	0.00766760028
971	0.007667597565
972	0.007667589405
973	0.007667582357
974	0.007652245128
975	0.007652245128
976	0.007652237621
977	0.007652189226
978	0.007637306426
979	0.007619100676
980	0.007619087047
981	0.00760620114
982	0.00760619979
983	0.007596887157
984	0.007590987814
985	0.007584221492
986	0.007576435758
987	0.007563194741
988	0.007556994217
989	0.007556987144
990	0.007549334135
991	0.007543363236
992	0.007536496342
993	0.007513841927
994	0.007506352514
995	0.007506352514
996	0.007489628723
997	0.007489618932
998	0.007478407184
999	0.007448524112
